 	Label	Volume	SurfaceArea	Sphericity	EulerNumber	Elli.Center.X	Elli.Center.Y	Elli.Center.Z	Elli.R1	Elli.R2	Elli.R3	Elli.Azim	Elli.Elev	Elli.Roll	Elli.R1/R2	Elli.R1/R3	Elli.R2/R3	InscrBall.Center.X	InscrBall.Center.Y	InscrBall.Center.Z	InscrBall.Radius
4526	4526	3.646	12.916	0.698	1.500	336.853	197.565	196.338	1.474	0.891	0.848	10.071	27.299	-87.071	1.654	1.737	1.050	336.654	197.384	195.881	0.668
4527	4527	3.646	13.421	0.622	1.000	219.124	237.470	196.788	1.889	0.767	0.722	-72.719	38.223	89.659	2.462	2.615	1.062	218.925	236.961	196.382	0.668
4528	4528	0.126	0.754	4.172	1.000	435.096	244.726	195.630	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	434.845	244.475	195.380	0.501
4529	4529	0.251	1.416	2.519	1.000	449.624	305.594	195.630	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	449.373	305.093	195.380	0.501
4530	4530	0.126	0.754	4.172	1.000	449.123	306.345	195.630	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	448.872	306.095	195.380	0.501
4531	4531	0.126	0.754	4.172	1.000	250.236	351.433	195.630	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	249.986	351.183	195.380	0.501
4532	4532	0.126	0.754	4.172	1.000	88.422	407.542	195.630	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	88.171	407.292	195.380	0.501
4533	4533	1.006	4.754	1.065	1.000	286.557	433.217	196.507	1.151	0.522	0.358	-34.838	55.497	-163.485	2.205	3.213	1.458	286.557	432.841	195.380	0.501
4534	4534	0.126	0.754	4.172	1.000	246.730	210.659	196.131	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	246.479	210.409	195.881	0.501
4535	4535	0.126	0.754	4.172	1.000	346.423	262.260	196.131	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.173	262.009	195.881	0.501
4536	4536	0.629	3.151	1.428	1.000	186.312	412.552	196.532	0.824	0.501	0.272	54.848	-7.493	-55.330	1.644	3.023	1.839	185.861	412.301	195.881	0.501
4537	4537	4.149	12.154	1.084	1.000	521.339	123.323	197.452	1.202	0.971	0.836	-57.170	31.914	80.779	1.238	1.438	1.161	521.013	123.240	197.384	0.835
4538	4538	0.629	3.163	1.413	1.000	602.020	176.593	196.933	0.708	0.640	0.304	90.000	-0.000	-125.783	1.107	2.333	2.107	601.669	176.343	196.382	0.501
4539	4539	0.126	0.754	4.172	1.000	344.920	187.114	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	344.670	186.863	196.382	0.501
4540	4540	0.126	0.754	4.172	1.000	349.930	194.628	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	349.680	194.378	196.382	0.501
4541	4541	3.395	13.785	0.498	1.000	256.823	198.729	197.616	2.028	0.944	0.638	41.609	28.772	-78.957	2.148	3.177	1.479	256.499	198.887	196.382	0.501
4542	4542	0.126	0.754	4.172	1.000	244.225	201.642	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	243.974	201.391	196.382	0.501
4543	4543	0.126	0.754	4.172	1.000	253.743	210.158	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.493	209.908	196.382	0.501
4544	4544	0.126	0.754	4.172	1.000	249.735	352.936	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	249.485	352.685	196.382	0.501
4545	4545	0.126	0.754	4.172	1.000	187.114	413.554	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	186.863	413.303	196.382	0.501
4546	4546	0.251	1.416	2.519	1.000	94.935	431.839	196.632	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	94.684	431.338	196.382	0.501
4547	4547	0.126	0.754	4.172	1.000	425.076	432.090	196.632	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	424.826	431.839	196.382	0.501
4548	4548	28.038	56.472	0.494	1.500	314.860	480.788	199.299	2.559	1.930	1.721	-10.288	39.974	-96.161	1.326	1.487	1.121	315.112	480.434	198.386	1.336
4549	4549	0.503	2.635	1.563	1.000	300.584	174.088	197.634	0.906	0.346	0.000	0.000	58.283	-90.000	2.618	Infinity	Infinity	300.584	173.838	196.883	0.501
4550	4550	0.126	0.754	4.172	1.000	245.227	200.139	197.133	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	244.976	199.888	196.883	0.501
4551	4551	0.126	0.754	4.172	1.000	244.726	200.640	197.133	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	244.475	200.389	196.883	0.501
4552	4552	0.126	0.754	4.172	1.000	244.225	209.156	197.133	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	243.974	208.906	196.883	0.501
4553	4553	0.377	2.026	1.936	1.000	256.916	285.805	197.300	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	256.499	285.555	196.883	0.501
4554	4554	0.126	0.754	4.172	1.000	287.308	433.593	197.133	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	287.058	433.342	196.883	0.501
4555	4555	0.126	0.754	4.172	1.000	286.807	434.094	197.133	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	286.557	433.843	196.883	0.501
4556	4556	0.126	0.754	4.172	1.000	244.726	201.642	197.634	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	244.475	201.391	197.384	0.501
4557	4557	0.503	2.543	1.739	1.000	447.369	311.856	197.885	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	446.868	311.606	197.384	0.501
4558	4558	0.377	2.026	1.936	1.000	453.799	327.386	197.968	0.647	0.373	0.000	0.000	-45.000	90.000	1.732	Infinity	Infinity	453.381	327.136	197.384	0.501
4559	4559	0.126	0.754	4.172	1.000	493.209	370.470	197.634	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	492.958	370.220	197.384	0.501
4560	4560	0.126	0.754	4.172	1.000	494.711	377.985	197.634	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	494.461	377.734	197.384	0.501
4561	4561	0.126	0.754	4.172	1.000	185.110	412.051	197.634	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	184.859	411.800	197.384	0.501
4562	4562	0.251	1.416	2.519	1.000	574.366	446.368	197.634	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	574.116	445.867	197.384	0.501
4563	4563	0.251	1.416	2.519	1.000	299.332	174.589	198.386	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	299.081	174.339	197.885	0.501
4564	4564	0.126	0.754	4.172	1.000	300.835	174.589	198.135	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	300.584	174.339	197.885	0.501
4565	4565	2.766	9.446	1.027	1.000	301.677	187.205	198.659	1.078	0.887	0.710	11.312	-46.861	69.198	1.216	1.519	1.249	301.085	186.863	198.386	0.668
4566	4566	1.257	5.352	1.166	1.000	363.757	195.079	198.636	0.751	0.708	0.593	-14.036	1.322E-16	90.000	1.061	1.268	1.195	363.206	194.879	197.885	0.501
4567	4567	0.126	0.754	4.172	1.000	254.745	214.166	198.135	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	254.495	213.916	197.885	0.501
4568	4568	0.126	0.754	4.172	1.000	454.133	328.388	198.135	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	453.882	328.138	197.885	0.501
4569	4569	0.126	0.754	4.172	1.000	249.234	352.435	198.135	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	248.984	352.184	197.885	0.501
4570	4570	0.126	0.754	4.172	1.000	215.669	123.490	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	215.419	123.240	198.386	0.501
4571	4571	0.126	0.754	4.172	1.000	226.190	175.090	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	225.939	174.840	198.386	0.501
4572	4572	0.126	0.754	4.172	1.000	350.431	179.599	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	350.181	179.349	198.386	0.501
4573	4573	0.126	0.754	4.172	1.000	339.911	182.605	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	339.660	182.354	198.386	0.501
4574	4574	3.520	13.021	0.635	1.000	437.833	187.955	199.602	1.864	0.939	0.660	-25.278	-5.097	80.498	1.985	2.826	1.424	436.849	187.865	199.387	0.668
4575	4575	0.126	0.754	4.172	1.000	597.411	192.123	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	597.161	191.873	198.386	0.501
4576	4576	0.754	3.535	1.457	1.000	387.253	192.875	198.887	0.647	0.647	0.323	-45.000	-1.361E-8	54.736	1.000	2.000	2.000	386.752	192.374	198.386	0.501
4577	4577	0.126	0.754	4.172	1.000	248.232	199.638	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	247.982	199.388	198.386	0.501
4578	4578	0.503	2.543	1.739	1.000	185.360	310.854	198.887	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	184.859	310.604	198.386	0.501
4579	4579	19.363	51.898	0.303	0.500	447.187	311.693	203.353	3.635	1.808	1.093	44.240	-45.520	105.412	2.010	3.325	1.654	446.868	311.105	203.896	1.169
4580	4580	0.126	0.754	4.172	1.000	447.119	312.357	198.636	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	446.868	312.107	198.386	0.501
4581	4581	1.383	6.078	0.964	1.000	565.759	316.001	199.274	1.161	0.707	0.453	58.461	-29.001	43.163	1.643	2.564	1.561	565.098	315.112	198.386	0.501
4582	4582	0.251	1.416	2.519	1.000	250.988	353.938	198.636	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	250.487	353.687	198.386	0.501
4583	4583	32.313	65.600	0.418	1.500	587.169	370.558	201.909	4.147	1.896	1.176	0.821	-71.241	106.023	2.187	3.527	1.612	586.139	370.220	200.389	1.169
4584	4584	0.126	0.754	4.172	1.000	599.916	189.619	199.137	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	599.665	189.368	198.887	0.501
4585	4585	0.251	1.416	2.519	1.000	596.910	192.123	199.387	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	596.660	191.873	198.887	0.501
4586	4586	0.126	0.754	4.172	1.000	253.242	215.168	199.137	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	252.992	214.918	198.887	0.501
4587	4587	0.251	1.416	2.519	1.000	89.674	279.293	199.137	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	89.173	279.042	198.887	0.501
4588	4588	0.126	0.754	4.172	1.000	447.119	311.856	199.137	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	446.868	311.606	198.887	0.501
4589	4589	15.716	35.789	0.609	1.500	566.495	312.990	200.556	2.178	1.431	1.370	-80.503	-60.142	-161.588	1.522	1.589	1.044	566.100	312.608	200.389	1.336
4590	4590	147.986	182.013	0.411	2.500	420.906	334.605	203.765	5.591	2.886	2.686	-42.636	-45.981	161.591	1.937	2.081	1.074	420.818	334.650	203.395	2.505
4591	4591	230.340	301.442	0.219	-1.000	462.881	364.642	210.318	11.885	2.726	2.263	-10.255	-81.965	103.313	4.359	5.251	1.205	462.900	364.208	212.914	2.004
4592	4592	621.869	448.159	0.486	3.000	509.243	367.062	209.312	7.740	5.302	4.118	-88.897	-48.170	121.504	1.460	1.880	1.288	508.989	367.214	208.906	3.841
4593	4593	0.251	1.416	2.519	1.000	601.920	176.092	199.888	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	601.669	175.842	199.387	0.501
4594	4594	0.126	0.754	4.172	1.000	299.833	184.609	199.638	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	299.582	184.358	199.387	0.501
4595	4595	0.126	0.754	4.172	1.000	254.244	205.149	199.638	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.994	204.898	199.387	0.501
4596	4596	10.939	24.137	0.962	1.000	357.508	259.081	200.755	1.523	1.409	1.238	6.506	35.221	-149.402	1.081	1.231	1.138	357.194	258.502	200.389	1.169
4597	4597	0.126	0.754	4.172	1.000	447.620	312.858	199.638	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	447.369	312.608	199.387	0.501
4598	4598	0.503	2.688	1.474	1.000	210.659	330.016	200.264	0.970	0.396	0.000	90.000	-43.492	-90.000	2.449	Infinity	Infinity	210.409	329.641	199.387	0.501
4599	4599	0.126	0.754	4.172	1.000	224.186	125.995	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	223.935	125.744	199.888	0.501
4600	4600	0.251	1.416	2.519	1.000	225.188	128.249	200.139	0.560	0.000	0.000	0.000	0.000	-0.000	Infinity	Infinity	NaN	224.937	127.748	199.888	0.501
4601	4601	0.126	0.754	4.172	1.000	601.419	175.591	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	601.168	175.341	199.888	0.501
4602	4602	0.126	0.754	4.172	1.000	439.103	188.116	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	438.853	187.865	199.888	0.501
4603	4603	0.126	0.754	4.172	1.000	251.739	200.640	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	251.489	200.389	199.888	0.501
4604	4604	0.251	1.416	2.519	1.000	251.990	210.659	200.139	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	251.489	210.409	199.888	0.501
4605	4605	0.126	0.754	4.172	1.000	253.743	214.667	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.493	214.417	199.888	0.501
4606	4606	141.322	156.851	0.585	0.500	557.228	230.959	203.938	4.226	3.152	2.696	-51.573	42.370	-90.524	1.341	1.568	1.169	557.083	230.448	203.395	2.505
4607	4607	695.422	484.888	0.480	0.000	89.637	278.390	206.129	6.573	5.982	4.927	-164.075	-60.380	-102.972	1.099	1.334	1.214	89.173	278.040	204.898	4.509
4608	4608	0.126	0.754	4.172	1.000	492.708	376.983	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	492.457	376.732	199.888	0.501
4609	4609	1.383	5.684	1.178	1.000	282.435	389.234	200.594	0.933	0.699	0.466	-27.376	-52.875	84.739	1.334	2.003	1.502	282.048	388.756	199.888	0.501
4610	4610	169.738	266.233	0.173	-3.500	282.249	427.852	209.021	9.951	3.255	1.891	24.310	51.884	-16.631	3.057	5.263	1.722	283.050	428.833	201.391	1.336
4611	4611	0.126	0.754	4.172	1.000	217.172	429.585	200.139	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	216.922	429.334	199.888	0.501
4612	4612	0.126	0.754	4.172	1.000	439.103	187.615	200.640	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	438.853	187.364	200.389	0.501
4613	4613	0.126	0.754	4.172	1.000	90.426	280.796	200.640	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	90.175	280.545	200.389	0.501
4614	4614	0.126	0.754	4.172	1.000	210.659	328.889	200.640	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	210.409	328.639	200.389	0.501
4615	4615	0.126	0.754	4.172	1.000	465.154	362.955	200.640	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	464.904	362.705	200.389	0.501
4616	4616	25.272	55.713	0.418	1.500	570.663	429.341	204.154	3.037	2.017	1.215	-38.698	49.421	173.254	1.506	2.501	1.660	570.108	428.833	203.395	1.169
4617	4617	2.892	10.470	0.824	1.000	447.729	443.939	201.555	1.384	0.957	0.597	15.414	50.101	-116.752	1.446	2.319	1.605	447.369	443.362	200.389	0.501
4618	4618	249.577	274.770	0.340	2.500	215.777	444.248	209.000	7.995	4.288	2.602	56.091	49.692	20.600	1.865	3.073	1.648	214.918	444.364	209.407	2.338
4619	4619	0.251	1.416	2.519	1.000	350.431	177.094	201.391	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	350.181	176.844	200.890	0.501
4620	4620	1.886	7.246	1.057	1.000	497.016	182.571	201.709	1.046	0.711	0.656	89.782	52.116	-135.368	1.471	1.593	1.083	496.465	182.354	200.890	0.501
4621	4621	0.126	0.754	4.172	1.000	603.423	191.121	201.141	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	603.172	190.871	200.890	0.501
4622	4622	0.126	0.754	4.172	1.000	463.651	363.456	201.141	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	463.401	363.206	200.890	0.501
4623	4623	0.126	0.754	4.172	1.000	491.205	374.979	201.141	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	490.954	374.728	200.890	0.501
4624	4624	0.126	0.754	4.172	1.000	315.363	481.185	201.141	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	315.112	480.935	200.890	0.501
4625	4625	0.126	0.754	4.172	1.000	304.842	174.088	201.642	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	304.592	173.838	201.391	0.501
4626	4626	0.126	0.754	4.172	1.000	246.730	212.162	201.642	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	246.479	211.912	201.391	0.501
4627	4627	0.126	0.754	4.172	1.000	253.743	214.667	201.642	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	253.493	214.417	201.391	0.501
4628	4628	0.126	0.754	4.172	1.000	209.657	303.841	201.642	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	209.407	303.590	201.391	0.501
4629	4629	73.804	105.645	0.522	0.500	91.248	312.651	204.264	2.995	2.768	2.337	-15.425	-14.010	-177.273	1.082	1.282	1.184	90.676	312.107	203.896	2.004
4630	4630	0.126	0.754	4.172	1.000	461.647	363.456	201.642	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	461.397	363.206	201.391	0.501
4631	4631	0.251	1.416	2.519	1.000	214.667	125.995	202.393	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	214.417	125.744	201.892	0.501
4632	4632	0.126	0.754	4.172	1.000	517.255	178.597	202.143	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	517.005	178.347	201.892	0.501
4633	4633	13.705	34.445	0.520	1.500	516.796	178.629	204.229	2.203	1.672	1.122	-73.166	-81.789	159.957	1.317	1.963	1.490	517.005	178.347	203.395	1.002
4634	4634	0.126	0.754	4.172	1.000	154.049	281.798	202.143	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	153.799	281.547	201.892	0.501
4635	4635	0.629	3.350	1.189	1.000	209.958	304.341	202.443	1.120	0.593	0.000	0.000	45.000	-90.000	1.890	Infinity	Infinity	209.407	304.091	201.892	0.501
4636	4636	473.631	472.865	0.240	3.000	286.227	309.380	212.498	13.347	3.997	3.070	-66.522	-55.066	-159.310	3.339	4.347	1.302	286.056	310.103	210.409	2.839
4637	4637	0.126	0.754	4.172	1.000	88.923	311.856	202.143	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	88.672	311.606	201.892	0.501
4638	4638	0.126	0.754	4.172	1.000	91.929	314.361	202.143	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	91.678	314.110	201.892	0.501
4639	4639	267.808	251.071	0.513	1.500	301.028	349.033	206.792	6.017	3.827	3.237	59.145	-50.901	18.486	1.572	1.859	1.182	301.085	348.177	206.401	2.839
4640	4640	0.503	2.543	1.739	1.000	340.161	363.957	202.393	0.560	0.560	0.000	-180.000	0.000	90.000	1.000	Infinity	Infinity	339.660	363.707	201.892	0.501
4641	4641	0.126	0.754	4.172	1.000	232.201	404.536	202.143	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	231.951	404.286	201.892	0.501
4642	4642	1373.618	768.824	0.470	1.500	520.266	112.700	213.317	12.203	5.634	5.319	-58.263	-45.018	132.044	2.166	2.294	1.059	519.510	112.719	208.906	5.010
4643	4643	0.251	1.416	2.519	1.000	229.696	129.001	202.894	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	229.446	128.750	202.393	0.501
4644	4644	0.503	2.688	1.474	1.000	277.665	152.046	203.020	0.970	0.396	0.000	0.000	-71.565	90.000	2.449	Infinity	Infinity	277.038	151.795	202.393	0.501
4645	4645	0.126	0.754	4.172	1.000	252.741	215.168	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	252.491	214.918	202.393	0.501
4646	4646	0.126	0.754	4.172	1.000	210.659	304.842	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	210.409	304.592	202.393	0.501
4647	4647	0.126	0.754	4.172	1.000	88.422	312.858	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	88.171	312.608	202.393	0.501
4648	4648	4.526	13.186	1.011	1.000	462.051	352.017	203.660	1.291	0.998	0.861	24.925	-57.998	58.728	1.293	1.499	1.159	461.898	351.683	203.395	0.835
4649	4649	0.126	0.754	4.172	1.000	377.985	377.484	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	377.734	377.233	202.393	0.501
4650	4650	0.377	2.026	1.936	1.000	232.201	403.868	202.811	0.647	0.373	0.000	90.000	-35.264	-90.000	1.732	Infinity	Infinity	231.951	403.284	202.393	0.501
4651	4651	0.126	0.754	4.172	1.000	280.295	411.049	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	280.044	410.798	202.393	0.501
4652	4652	0.126	0.754	4.172	1.000	281.297	412.051	202.644	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	281.046	411.800	202.393	0.501
4653	4653	1.132	5.136	1.069	1.000	272.780	418.508	203.033	1.093	0.652	0.341	-58.794	-49.022	149.190	1.677	3.203	1.910	272.530	418.313	202.393	0.501
4654	4654	24.140	69.118	0.200	-0.500	276.347	419.333	206.644	6.062	1.742	1.256	57.141	46.461	-75.140	3.480	4.827	1.387	275.536	418.313	207.904	1.002
4655	4655	5.029	15.059	0.838	1.000	331.394	575.168	203.470	1.693	1.035	0.691	2.827	-23.407	95.414	1.635	2.451	1.499	331.144	575.118	202.894	0.668
4656	4656	0.126	0.754	4.172	1.000	342.916	167.576	203.145	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	342.666	167.325	202.894	0.501
4657	4657	0.126	0.754	4.172	1.000	346.423	168.578	203.145	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	346.173	168.327	202.894	0.501
4658	4658	0.126	0.754	4.172	1.000	252.741	200.139	203.145	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	252.491	199.888	202.894	0.501
4659	4659	0.251	1.416	2.519	1.000	94.183	275.786	203.145	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	93.682	275.536	202.894	0.501
4660	4660	0.251	1.416	2.519	1.000	210.659	305.343	203.395	0.560	0.000	0.000	0.000	-90.000	-90.000	Infinity	Infinity	NaN	210.409	305.093	202.894	0.501
4661	4661	0.503	2.635	1.563	1.000	141.525	341.915	203.395	0.906	0.346	0.000	90.000	27.732	-90.000	2.618	Infinity	Infinity	141.275	341.664	202.894	0.501
4662	4662	0.126	0.754	4.172	1.000	507.236	366.462	203.145	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	506.985	366.212	202.894	0.501
4663	4663	0.377	2.026	1.936	1.000	231.700	403.200	203.479	0.647	0.373	0.000	-90.000	35.264	90.000	1.732	Infinity	Infinity	231.450	402.783	202.894	0.501
4664	4664	19.740	42.257	0.584	1.000	594.061	441.586	205.688	2.822	1.483	1.278	60.256	-62.205	61.492	1.903	2.209	1.161	593.654	441.358	204.898	1.169
4665	4665	0.377	2.078	1.793	1.000	344.419	168.578	204.147	0.915	0.000	0.000	0.000	-90.000	90.000	Infinity	Infinity	NaN	344.169	168.327	203.395	0.501
4666	4666	0.377	2.026	1.936	1.000	252.908	199.638	203.813	0.647	0.373	0.000	0.000	45.000	-90.000	1.732	Infinity	Infinity	252.491	199.388	203.395	0.501
4667	4667	2.137	9.756	0.556	1.500	208.921	304.607	205.060	1.903	0.706	0.616	20.185	55.222	-106.209	2.696	3.090	1.146	208.906	304.091	203.395	0.501
4668	4668	0.377	2.026	1.936	1.000	377.651	378.152	203.646	0.647	0.373	6.355E-14	-45.000	-1.106E-24	3.912E-24	1.732	1.018E13	5.875E12	377.233	377.734	203.395	0.501
4669	4669	0.503	2.594	1.638	1.000	274.158	418.313	204.021	0.732	0.396	0.303	54.736	35.264	-54.736	1.848	2.414	1.307	274.033	418.313	203.395	0.501
4670	4670	0.126	0.754	4.172	1.000	272.279	419.064	203.646	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	272.029	418.814	203.395	0.501
4671	4671	0.126	0.754	4.172	1.000	516.253	113.972	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	516.003	113.721	203.896	0.501
4672	4672	0.126	0.754	4.172	1.000	605.427	189.118	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	605.176	188.867	203.896	0.501
4673	4673	0.126	0.754	4.172	1.000	247.230	198.636	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	246.980	198.386	203.896	0.501
4674	4674	0.126	0.754	4.172	1.000	253.242	200.139	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	252.992	199.888	203.896	0.501
4675	4675	0.126	0.754	4.172	1.000	508.739	266.768	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	508.488	266.518	203.896	0.501
4676	4676	0.126	0.754	4.172	1.000	509.240	267.269	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	508.989	267.019	203.896	0.501
4677	4677	0.251	1.416	2.519	1.000	210.910	304.842	204.147	0.560	0.000	0.000	-180.000	0.000	0.000	Infinity	Infinity	NaN	210.409	304.592	203.896	0.501
4678	4678	0.126	0.754	4.172	1.000	142.026	341.915	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	141.776	341.664	203.896	0.501
4679	4679	9.556	27.592	0.492	1.000	271.772	419.717	205.650	2.273	1.591	0.820	-39.141	-19.182	109.098	1.429	2.772	1.940	271.528	419.315	204.898	0.668
4680	4680	0.377	2.026	1.936	1.000	275.452	419.398	204.147	0.647	0.373	6.355E-14	45.000	-3.688E-25	-7.824E-25	1.732	1.018E13	5.875E12	275.035	418.814	203.896	0.501
4681	4681	0.126	0.754	4.172	1.000	332.897	575.869	204.147	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	332.646	575.619	203.896	0.501
4682	4682	0.126	0.754	4.172	1.000	515.752	113.972	204.648	0.000	0.000	0.000	0.000	-0.000	0.000	NaN	NaN	NaN	515.502	113.721	204.397	0.501
